timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,timeOnIcePerGame,evenTimeOnIcePerGame,shortHandedTimeOnIcePerGame,powerPlayTimeOnIcePerGame,fullName
637:05,1,7,14,73,56,167,0,0,04:01,559:27,14,51.0,9.6,1,0,0,0,73:37,26,-8,8,987,11:22,09:59,01:18,00:04,Chris Wagner
473:44,10,7,25,68,25,25,2,6,64:05,407:40,25,66.7,10.3,1,0,0,0,01:59,19,-7,17,583,18:56,16:18,00:04,02:33,Taylor Hall
07:07,0,0,0,0,1,2,0,0,00:00,05:23,0,0.0,0,0,0,0,01:44,1,0,0,11,07:07,05:23,01:44,00:00,Steven Fogarty
236:23,4,0,8,21,11,9,0,1,02:33,231:48,8,0.0,0,0,0,0,02:02,12,3,4,295,21:29,21:04,00:11,00:13,Mike Reilly
962:52,9,5,18,68,54,54,3,7,71:39,854:16,18,7.4,0,0,0,0,36:57,52,-12,14,1336,17:49,15:49,00:41,01:19,Matt Grzelcyk
543:07,5,3,24,33,36,92,0,1,03:09,499:00,24,9.1,1,0,0,0,40:58,39,1,8,773,15:05,13:51,01:08,00:05,Connor Clifton
205:19,1,0,2,15,17,60,0,0,00:23,188:22,2,54.9,0.0,0,0,0,0,16:34,12,-1,1,307,12:04,11:04,00:58,00:01,Curtis Lazar
446:55,4,6,28,41,38,77,0,0,03:45,374:33,28,54.7,14.6,1,0,0,0,68:37,25,0,10,644,11:45,09:51,01:48,00:05,Tomas Nosek
1212:33,41,27,28,228,63,83,10,30,203:19,1008:50,28,50.0,11.8,3,0,0,0,00:24,27,3,68,1441,19:14,16:00,00:00,03:13,David Pastrnak
962:26,3,2,18,58,45,83,0,0,01:59,818:34,18,3.4,1,0,1,1,141:53,75,10,5,1289,21:23,18:11,03:09,00:02,Brandon Carlo
894:59,10,16,22,121,59,96,4,9,95:35,791:25,22,18.5,13.2,3,0,0,0,07:59,31,-3,26,1170,15:10,13:24,00:08,01:37,Jake DeBrusk
1628:56,27,5,52,97,65,147,2,16,113:17,1397:04,52,5.2,1,0,0,2,118:35,119,0,32,2025,25:03,21:29,01:49,01:44,Charlie McAvoy
58:03,0,0,2,10,5,1,0,0,05:12,52:51,2,66.7,0.0,0,0,0,0,00:00,0,-1,0,81,11:36,10:34,00:00,01:02,Jack Studnicka
183:37,3,1,2,24,16,29,0,0,00:23,179:05,2,25.0,4.2,0,0,0,0,04:09,1,-3,4,256,11:28,11:11,00:15,00:01,Karson Kuhlman
487:26,8,7,11,74,24,42,1,4,71:55,407:32,11,51.2,9.5,1,0,1,1,07:59,12,-3,15,590,20:18,16:58,00:19,02:59,Kyle Okposo
832:47,11,8,33,62,50,113,1,1,51:46,704:22,33,52.5,12.9,3,1,0,0,76:39,39,-2,19,1140,16:39,14:05,01:31,01:02,Cody Eakin
52:54,0,0,0,8,4,11,0,0,00:00,49:05,0,0.0,0,0,0,0,03:49,5,-1,0,76,13:13,12:16,00:57,00:00,Mark Pysyk
38:18,0,0,0,2,3,1,0,0,01:49,36:29,0,0.0,0,0,0,0,00:00,3,-1,0,63,12:46,12:09,00:00,00:36,Brandon Davidson
556:38,7,4,22,50,30,66,3,5,73:03,458:32,22,8.0,0,0,1,1,25:03,41,7,11,726,18:33,15:17,00:50,02:26,Colin Miller
86:04,2,0,2,4,8,5,0,1,01:25,83:29,2,66.7,0.0,0,0,0,0,01:10,2,-1,2,133,10:45,10:26,00:08,00:10,Vinnie Hinostroza
90:43,3,1,0,7,5,3,1,3,21:38,69:05,0,14.3,0,0,0,0,00:00,3,0,4,106,18:08,13:49,00:00,04:19,Will Butcher
05:39,0,0,0,0,1,2,0,0,00:00,05:39,0,0,0,0,0,00:00,0,0,0,9,05:39,05:39,00:00,00:00,John Hayden
202:03,3,0,6,12,14,39,0,0,00:29,192:58,6,0.0,0,0,0,0,08:36,26,2,3,317,14:25,13:47,00:36,00:02,Robert Hagg
114:54,1,0,6,17,10,12,0,0,00:10,114:35,6,0.0,0,0,0,0,00:09,3,-3,1,159,11:29,11:27,00:00,00:01,Anders Bjork
293:42,2,4,27,30,21,58,0,0,18:17,258:10,27,33.3,13.3,0,0,0,0,17:15,11,0,6,426,13:59,12:17,00:49,00:52,Drake Caggiula
510:58,15,6,24,57,33,64,1,9,80:31,429:11,24,38.9,10.5,1,0,0,0,01:16,5,-4,21,695,15:29,13:00,00:02,02:26,Jonathan Drouin
2456:39,24,18,106,227,97,266,8,14,318:13,1883:46,106,7.9,3,0,0,2,254:40,183,-1,42,3000,25:19,19:25,02:37,03:16,Shea Weber
1151:29,8,5,18,90,48,129,1,3,111:26,957:46,18,5.6,2,1,0,0,82:17,82,-2,13,1394,23:59,19:57,01:42,02:19,Jeff Petry
641:27,11,5,36,56,51,113,4,7,78:56,561:46,36,46.7,8.9,1,0,0,1,00:45,25,-4,16,898,12:34,11:00,00:00,01:32,Mathieu Perreault
568:30,6,5,16,33,38,112,0,0,05:32,492:55,16,45.2,15.2,2,0,1,1,70:03,20,1,11,865,14:57,12:58,01:50,00:08,Paul Byron
563:18,9,11,20,83,33,44,3,6,90:35,472:14,20,25.0,13.3,2,0,0,0,00:29,9,-2,20,721,17:04,14:18,00:00,02:44,Mike Hoffman
195:08,3,1,4,24,15,14,0,1,16:28,175:48,4,4.2,0,0,0,0,02:52,12,-4,4,319,13:00,11:43,00:11,01:05,Chris Wideman
1156:34,15,1,20,76,57,140,0,2,20:42,1035:58,20,1.3,0,0,0,1,99:54,132,-7,16,1494,20:17,18:10,01:45,00:21,David Savard
1173:55,6,1,45,76,56,200,0,0,11:11,1028:02,45,1.3,0,0,0,0,134:42,105,-1,7,1433,20:57,18:21,02:24,00:11,Ben Chiarot
1132:51,23,16,18,170,76,129,3,11,122:38,970:34,18,55.6,9.4,4,1,1,1,39:39,22,-5,39,1611,14:54,12:46,00:31,01:36,Tyler Toffoli
1150:14,18,13,25,210,71,111,5,8,156:09,991:51,25,34.0,6.2,3,0,0,0,02:14,41,-6,31,1678,16:12,13:58,00:01,02:11,Brendan Gallagher
1380:17,15,6,44,85,75,168,0,0,15:09,1256:56,44,7.1,1,1,0,1,108:12,103,7,21,1935,18:24,16:45,01:26,00:12,Joel Edmundson
155:44,1,0,14,10,11,22,0,0,00:49,131:01,14,0.0,0,0,0,1,23:54,21,1,1,212,14:09,11:54,02:10,00:04,Xavier Ouellet
587:01,5,10,22,91,44,85,0,1,37:31,481:45,22,41.7,11.0,1,0,3,4,67:45,21,3,15,888,13:20,10:56,01:32,00:51,Joel Armia
352:47,4,0,4,30,23,24,0,0,00:39,341:01,4,0.0,0,0,0,1,11:07,20,-2,4,457,15:20,14:49,00:29,00:01,Brett Kulak
1093:31,8,5,123,74,95,294,0,0,04:14,975:23,123,47.8,6.8,1,0,1,1,113:54,62,-13,13,1662,11:30,10:16,01:11,00:02,Cedric Paquette
652:08,6,8,57,93,43,165,0,0,41:49,591:36,57,42.3,8.6,2,2,1,1,18:43,19,-1,14,903,15:09,13:45,00:26,00:58,Josh Anderson
524:21,6,6,14,68,33,92,1,2,19:11,430:51,14,14.3,8.8,3,1,0,1,74:19,29,2,12,771,15:53,13:03,02:15,00:34,Artturi Lehkonen
145:56,1,2,0,11,9,9,0,1,25:39,119:58,0,42.5,18.2,0,0,0,0,00:19,4,1,3,203,16:12,13:19,00:02,02:51,Christian Dvorak
155:26,2,1,4,12,13,26,0,0,01:39,131:51,4,48.5,8.3,0,0,0,0,21:56,3,2,3,246,11:57,10:08,01:41,00:07,Jake Evans
608:04,12,11,2,80,32,68,3,8,81:07,492:04,2,43.8,13.8,2,1,0,0,34:53,27,-3,23,792,19:00,15:22,01:05,02:32,Nick Suzuki
49:37,0,1,0,3,4,8,0,0,00:00,44:51,0,33.3,0,0,0,0,04:46,5,-2,1,64,12:24,11:12,01:11,00:00,Alexander Romanov
304:43,8,4,0,48,20,7,2,3,44:09,260:25,0,8.3,0,0,0,0,00:09,4,-5,12,429,15:14,13:01,00:00,02:12,Cole Caufield
605:02,9,10,48,73,45,192,0,0,03:54,532:07,48,33.3,13.7,0,0,0,0,69:01,53,4,19,936,13:26,11:49,01:32,00:05,Austin Watson
895:41,10,7,18,84,55,156,2,2,31:26,816:56,18,8.3,0,0,0,0,47:19,55,2,17,1279,16:17,14:51,00:51,00:34,Nick Holden
687:06,9,3,20,52,32,96,1,4,114:51,529:09,20,5.8,1,0,0,0,43:06,46,-7,12,810,21:28,16:32,01:20,03:35,Michael Del Zotto
220:04,3,2,2,23,18,15,0,0,04:50,214:31,2,8.7,1,0,0,0,00:43,4,-1,5,345,12:13,11:55,00:02,00:16,Pontus Aberg
599:46,7,5,8,35,40,44,0,2,22:24,507:29,8,47.5,14.3,0,0,0,0,69:53,27,6,12,939,14:59,12:41,01:44,00:33,Chris Tierney
311:18,4,1,2,20,20,18,0,0,11:55,267:40,2,40.0,5.0,0,0,0,0,31:43,11,2,5,467,15:33,13:23,01:35,00:35,Connor Brown
18:50,0,0,0,0,2,5,0,0,00:00,17:38,0,0,0,0,0,01:12,3,0,0,27,09:25,08:49,00:36,00:00,Josh Brown
07:56,0,0,0,0,1,1,0,0,00:00,07:56,0,0,0,0,0,00:00,1,0,0,11,07:56,07:56,00:00,00:00,Dillon Heatherington
02:39,0,0,0,0,1,0,0,0,00:00,02:39,0,0.0,0,0,0,0,00:00,1,0,0,7,02:39,02:39,00:00,00:00,Colin White
125:01,2,0,2,1,10,1,0,2,10:56,113:51,2,0.0,0,0,0,0,00:14,6,1,2,187,12:30,11:23,00:01,01:05,Victor Mete
365:16,2,0,4,22,18,54,0,0,02:46,323:51,4,0.0,0,0,0,0,38:39,30,-10,2,526,20:17,17:59,02:08,00:09,Nikita Zaitsev
