timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,timeOnIcePerGame,evenTimeOnIcePerGame,shortHandedTimeOnIcePerGame,powerPlayTimeOnIcePerGame,fullName
9673:59,103,28,659,923,533,1898,1,5,90:38,8471:46,659,3.0,6,1,0,1,1111:35,913,32,131,12447,18:09,15:53,02:05,00:10,Radko Gudas
10579:35,330,168,287,1353,591,445,39,152,1761:21,8737:18,287,42.6,12.4,19,3,1,1,80:56,233,6,498,12923,17:54,14:47,00:08,02:58,Jonathan Huberdeau
4112:02,58,19,178,318,226,433,0,4,79:26,3707:10,178,100.0,6.0,4,0,0,2,325:26,327,37,77,5332,18:11,16:24,01:26,00:21,MacKenzie Weegar
5586:18,105,89,133,716,396,218,24,36,769:33,4726:20,133,29.4,12.4,11,3,2,3,90:25,156,24,194,7740,14:06,11:56,00:13,01:56,Anthony Duclair
1249:20,22,27,39,164,95,62,2,3,71:36,1165:56,39,46.3,16.5,4,0,1,1,11:48,22,15,49,1624,13:09,12:16,00:07,00:45,Carter Verhaeghe
10575:56,284,181,98,1333,529,243,50,130,1648:53,8238:28,98,51.4,13.6,33,6,7,10,688:35,331,44,465,12841,19:59,15:34,01:18,03:07,Aleksander Barkov
8218:47,161,134,90,988,454,187,46,91,1400:21,6800:04,90,38.8,13.6,19,0,0,0,18:22,214,-97,295,9548,18:06,14:58,00:02,03:05,Sam Reinhart
5863:28,82,73,352,719,412,707,13,25,567:55,5081:08,352,48.1,10.2,9,1,0,1,214:25,170,-55,155,7856,14:13,12:19,00:31,01:22,Sam Bennett
6024:52,78,31,180,571,293,330,6,22,441:44,5193:12,180,5.4,7,0,3,4,389:56,343,15,109,7006,20:33,17:43,01:19,01:30,Brandon Montour
913:50,7,4,16,82,84,95,0,0,06:32,795:25,16,43.8,4.9,0,0,1,2,111:53,37,-15,11,1378,10:52,09:28,01:19,00:04,Juho Lammikko
2940:39,31,13,50,281,165,110,2,9,112:25,2568:18,50,0.0,4.6,1,1,0,1,259:56,153,9,44,3986,17:49,15:33,01:34,00:40,Gustav Forsling
4537:29,55,83,156,815,330,473,10,19,437:06,4002:54,156,33.9,10.2,14,4,2,2,97:29,192,-13,138,6153,13:44,12:07,00:17,01:19,Frank Vatrano
854:01,6,2,10,60,48,127,0,0,08:57,745:15,10,3.3,0,0,0,0,99:49,77,3,8,1216,17:47,15:31,02:04,00:11,Noah Juulsen
3883:25,27,42,110,383,287,717,1,3,34:25,3346:59,110,48.9,11.0,8,0,2,3,502:01,252,-8,69,5261,13:31,11:39,01:44,00:07,Noel Acciari
4332:30,53,17,42,336,274,228,1,3,85:19,4218:38,42,5.1,2,0,0,0,28:33,185,26,70,5716,15:48,15:23,00:06,00:18,Markus Nutivaara
498:49,9,2,18,53,37,76,0,0,29:27,467:47,18,40.0,3.8,0,0,0,0,01:35,8,4,11,655,13:28,12:38,00:02,00:47,Mason Marchment
402:06,3,2,99,53,45,113,0,0,03:14,383:46,99,0.0,3.8,0,0,0,0,15:06,11,-2,5,572,08:56,08:31,00:20,00:04,Ryan Lomberg
241:34,2,0,2,13,18,17,0,0,01:39,227:40,2,0.0,0,0,0,0,12:15,9,4,2,320,13:25,12:38,00:40,00:05,Lucas Carlsson
324:58,1,3,12,36,33,61,0,0,02:46,322:12,12,0.0,8.3,1,0,0,0,00:00,10,0,4,477,09:50,09:45,00:00,00:05,Maxim Mamin
594:28,11,8,6,103,52,62,2,3,47:12,546:48,6,40.0,7.8,2,0,0,0,00:28,9,-11,19,798,11:25,10:30,00:00,00:54,Owen Tippett
110:08,1,1,2,15,9,0,0,0,01:28,107:22,2,6.7,1,1,0,0,01:18,1,1,2,150,12:14,11:55,00:08,00:09,Aleksi Heponiemi
657:52,6,3,12,43,52,64,0,0,01:43,563:03,12,48.6,7.0,1,0,0,0,93:06,27,-13,9,931,12:39,10:49,01:47,00:01,Eetu Luostarinen
83:35,4,0,2,6,7,15,0,0,01:10,82:25,2,50.0,0.0,0,0,0,0,00:00,2,1,4,115,11:56,11:46,00:00,00:10,Grigori Denisenko
106:12,0,0,2,6,7,1,0,0,03:47,99:24,2,0.0,0,0,0,0,03:01,10,-4,0,139,15:10,14:12,00:25,00:32,Matt Kiersted
24441:56,361,103,661,1996,1114,2137,38,159,2571:35,19131:49,661,16.7,5.2,19,7,2,12,2738:32,1998,111,464,31492,21:56,17:10,02:27,02:18,Brent Seabrook
19356:26,432,386,1219,3009,1094,1088,105,257,3331:07,15613:15,1219,29.6,12.8,65,6,6,10,412:04,405,70,818,23612,17:41,14:16,00:22,03:02,Corey Perry
10829:33,197,146,370,1275,641,640,29,66,1452:34,8556:58,370,40.3,11.5,27,4,3,7,820:01,197,77,343,13607,16:53,13:20,01:16,02:15,Alex Killorn
7878:12,146,101,646,902,568,1074,16,50,1013:03,6860:33,646,36.9,11.2,18,0,0,0,04:36,107,15,247,9970,13:52,12:04,00:00,01:47,Pat Maroon
16394:32,244,67,288,1186,712,860,9,64,1033:15,13394:24,288,50.0,5.6,11,2,4,17,1966:53,1418,200,311,19868,23:01,18:48,02:45,01:27,Ryan McDonagh
16255:17,427,439,515,2589,841,910,165,312,3120:55,12663:45,515,49.7,17.0,62,8,5,8,470:37,358,48,866,19129,19:19,15:03,00:33,03:42,Steven Stamkos
14590:23,147,53,620,1275,689,1200,9,36,871:05,12285:02,620,4.2,4,2,3,6,1434:16,981,-80,200,17455,21:10,17:49,02:04,01:15,Zach Bogosian
18889:55,404,114,588,1669,816,879,20,176,2028:39,14969:17,588,33.3,6.8,19,7,0,11,1891:59,1246,121,518,22130,23:08,18:20,02:19,02:29,Victor Hedman
846:24,5,4,48,101,90,193,0,0,04:37,796:14,48,50.8,4.0,0,0,0,0,45:33,46,0,9,1279,09:24,08:50,00:30,00:03,Gabriel Dumont
9458:56,249,125,177,1047,551,958,29,89,1206:06,7595:08,177,21.5,11.9,25,2,7,11,657:42,406,132,374,12054,17:10,13:47,01:11,02:11,Ondrej Palat
2509:10,21,7,62,149,161,337,0,0,12:45,2309:51,62,4.7,0,0,0,2,186:34,185,-4,28,3370,15:35,14:20,01:09,00:04,Fredrik Claesson
9254:34,326,221,261,1483,515,283,58,185,1570:48,7673:18,261,30.8,14.9,37,5,0,0,10:28,160,128,547,10907,17:58,14:53,00:01,03:03,Nikita Kucherov
1624:36,27,14,56,257,125,242,3,9,179:09,1445:09,56,39.9,5.4,2,0,0,1,00:18,50,-27,41,2114,12:59,11:33,00:00,01:25,Charles Hudon
5303:45,53,10,147,305,323,151,0,1,27:36,4789:44,147,0.0,3.3,2,0,0,2,486:25,329,-3,63,6719,16:25,14:49,01:30,00:05,Andrej Sustr
1185:08,15,7,28,94,106,161,0,0,05:56,1127:03,28,43.8,7.4,1,0,0,0,52:09,34,7,22,1759,11:10,10:37,00:29,00:03,Remi Elie
6465:35,51,47,123,650,507,440,0,0,39:38,5280:48,123,51.3,7.2,3,0,5,9,1145:09,388,3,98,9053,12:45,10:24,02:15,00:04,Pierre-Edouard Bellemare
6548:19,171,139,88,802,351,143,44,86,1032:56,5320:43,88,48.8,17.3,31,7,3,5,194:40,179,79,310,7778,18:39,15:09,00:33,02:56,Brayden Point
10:03,0,0,5,1,1,7,0,0,00:11,09:52,5,0.0,0.0,0,0,0,0,00:00,0,-1,0,15,10:03,09:52,00:00,00:11,Daniel Walcott
3296:18,31,15,155,317,171,468,1,1,22:37,2813:10,155,4.7,2,0,0,0,460:31,222,44,46,4112,19:16,16:27,02:41,00:07,Erik Cernak
1833:37,23,29,52,189,163,258,1,2,21:41,1706:00,52,35.6,15.3,3,0,0,3,105:56,39,6,52,2589,11:14,10:27,00:38,00:07,Mathieu Joseph
3597:45,67,49,80,337,218,264,2,10,185:40,2870:10,80,49.5,14.5,11,2,8,11,541:55,134,64,116,4716,16:30,13:09,02:29,00:51,Anthony Cirelli
5262:16,107,29,154,497,284,369,8,43,508:13,4558:27,154,50.0,5.8,6,0,1,1,195:36,332,44,136,6349,18:31,16:03,00:41,01:47,Mikhail Sergachev
316:56,3,9,16,46,30,36,0,0,20:27,296:29,16,48.6,19.6,4,0,0,0,00:00,6,3,12,441,10:33,09:52,00:00,00:40,Ross Colton
228:47,0,3,0,26,15,8,2,2,40:46,187:59,0,25.0,11.5,0,0,0,0,00:02,5,0,3,285,15:15,12:31,00:00,02:43,Alex Barre-Boulet
451:07,2,1,29,40,35,39,0,0,00:59,433:42,29,2.5,0,0,0,0,16:26,29,9,3,595,12:53,12:23,00:28,00:01,Cal Foote
2748:26,34,9,76,202,162,97,2,4,28:31,2446:42,76,4.5,1,0,0,3,273:13,147,21,43,3734,16:57,15:06,01:41,00:10,Jan Rutta
25009:37,590,730,731,5727,1197,3128,269,499,5684:09,19133:18,731,34.1,12.7,116,24,4,5,192:10,475,75,1320,25903,20:53,15:59,00:09,04:44,Alex Ovechkin
15866:06,350,260,420,1766,856,1271,79,182,2445:32,12279:03,420,46.5,14.7,41,4,9,17,1141:31,594,123,610,20418,18:32,14:20,01:20,02:51,T.J. Oshie
19830:36,722,258,476,2125,1011,729,79,396,3529:01,15431:55,476,50.3,12.1,38,8,2,2,869:40,608,119,980,22590,19:36,15:15,00:51,03:29,Nicklas Backstrom
10127:53,175,107,273,1358,660,648,2,2,129:20,8754:04,273,36.3,7.9,26,1,6,13,1244:29,271,109,282,13983,15:20,13:15,01:53,00:11,Carl Hagelin
12050:31,177,140,481,1395,798,874,13,35,687:04,10070:34,481,49.6,10.0,25,3,7,14,1292:53,448,-23,317,15844,15:06,12:37,01:37,00:51,Lars Eller
18927:41,407,115,270,1858,809,691,30,192,2260:51,14617:32,270,20.0,6.2,25,2,1,5,2049:18,1573,87,522,21371,23:23,18:04,02:31,02:47,John Carlson
10958:14,188,53,120,861,528,314,11,97,1404:03,9347:25,120,20.0,6.2,10,1,0,0,206:46,677,-23,241,13550,20:45,17:42,00:23,02:39,Justin Schultz
11272:43,157,45,225,740,567,877,2,23,492:10,10327:40,225,0.0,6.1,10,2,0,1,452:53,626,77,202,12999,19:52,18:12,00:47,00:52,Dmitry Orlov
5904:15,62,8,87,381,331,323,0,2,19:24,5158:25,87,2.1,0,0,0,2,726:26,385,-5,70,7594,17:50,15:35,02:11,00:03,Nick Jensen
3585:08,43,35,134,299,307,555,2,9,120:25,3021:46,134,51.5,11.7,10,1,3,4,442:57,168,1,78,5035,11:40,09:50,01:26,00:23,Nic Dowd
8831:28,289,129,264,1099,520,332,34,120,1326:19,7474:35,264,43.5,11.7,24,7,2,2,30:34,144,68,418,10233,16:59,14:22,00:03,02:33,Evgeny Kuznetsov
7912:19,130,91,1123,826,569,1702,13,23,321:02,6802:59,1123,42.1,11.0,13,1,5,7,788:18,315,31,221,10224,13:54,11:57,01:23,00:33,Tom Wilson
5476:22,103,99,196,814,316,306,28,43,738:11,4728:02,196,40.6,12.2,10,3,0,0,10:09,147,-26,202,6568,17:19,14:57,00:01,02:20,Anthony Mantha
5196:01,86,86,76,684,378,154,10,20,498:25,4691:35,76,41.8,12.6,15,4,0,0,06:01,134,1,172,6908,13:44,12:24,00:00,01:19,Conor Sheary
6541:32,56,16,104,473,384,171,0,3,108:17,5961:48,104,3.4,5,0,0,1,471:27,531,9,72,8689,17:02,15:31,01:13,00:16,Trevor van Riemsdyk
3287:33,43,31,364,320,297,828,0,0,23:45,2899:17,364,37.6,9.7,6,0,3,6,364:31,175,29,74,4640,11:04,09:45,01:13,00:04,Garnet Hathaway
1624:53,18,32,22,261,139,90,3,6,135:10,1487:46,22,37.5,12.3,7,1,0,0,01:57,25,-10,50,2150,11:41,10:42,00:00,00:58,Daniel Sprong
4034:45,47,14,130,333,232,259,0,0,14:25,3741:27,130,4.2,3,0,0,0,278:53,348,58,61,4904,17:23,16:07,01:12,00:03,Michal Kempny
17:00,0,0,0,1,2,1,0,0,00:16,16:44,0,66.7,0.0,0,0,0,0,00:00,1,-1,0,21,08:30,08:22,00:00,00:08,Mike Vecchione
6797:57,59,18,203,351,353,522,2,5,135:18,6012:11,203,0.0,5.1,2,0,2,2,650:28,517,-28,77,8788,19:15,17:01,01:50,00:22,Jake McCabe
18737:26,470,345,525,2483,943,595,80,210,2993:41,14302:29,525,56.9,13.9,66,15,16,31,1441:16,339,193,815,23767,19:52,15:10,01:31,03:10,Jonathan Toews
1023:00,19,13,14,116,84,31,1,3,92:32,930:28,14,29.2,11.2,1,0,0,0,00:00,17,-11,32,1280,12:10,11:04,00:00,01:06,Alex Nylander
20787:02,684,404,392,3397,1029,278,111,349,3630:45,17094:37,392,38.6,11.9,65,9,0,1,61:40,217,62,1088,23892,20:12,16:36,00:03,03:31,Patrick Kane
9824:35,200,161,186,1231,589,452,30,88,1307:44,7863:01,186,49.8,13.1,30,5,8,9,653:50,248,84,361,12628,16:40,13:20,01:06,02:13,Tyler Johnson
8819:10,96,15,162,629,451,947,2,8,166:09,7752:49,162,0.0,2.4,4,0,1,1,900:12,951,21,111,10703,19:33,17:11,01:59,00:22,Calvin de Haan
6554:18,93,101,226,724,527,610,16,27,593:59,5952:24,226,40.8,14.0,20,1,0,0,07:55,156,12,194,8544,12:26,11:17,00:00,01:07,Brett Connolly
9439:57,82,28,281,672,494,1044,2,4,131:26,8328:47,281,0.0,4.2,5,1,1,3,979:44,891,-18,110,12516,19:06,16:51,01:58,00:15,Connor Murphy
3162:48,39,24,185,271,258,587,0,1,59:05,2751:09,185,45.3,8.9,6,0,2,4,352:34,134,-40,63,4336,12:15,10:39,01:21,00:13,Jujhar Khaira
1846:25,37,47,34,313,124,136,8,22,267:52,1576:37,34,27.3,15.0,4,1,0,0,01:56,34,-1,84,2263,14:53,12:42,00:00,02:09,Dominik Kubalik
13368:41,221,65,194,1232,580,636,17,91,1304:37,10915:06,194,5.3,14,9,1,6,1148:58,906,-25,286,15927,23:02,18:49,01:58,02:14,Seth Jones
3113:25,34,23,70,338,241,413,1,1,88:59,2605:52,70,47.4,6.8,2,0,4,7,418:34,101,-16,57,4181,12:55,10:48,01:44,00:22,Ryan Carpenter
3172:45,77,45,58,349,204,54,13,32,552:14,2614:03,58,47.1,12.9,6,0,0,0,06:28,108,-24,122,3821,15:33,12:48,00:01,02:42,Dylan Strome
1393:11,14,5,22,82,93,80,0,2,17:09,1336:07,22,6.1,1,0,0,0,39:55,99,-17,19,1758,14:58,14:22,00:25,00:11,Caleb Jones
1852:34,34,22,67,205,160,95,4,17,210:24,1641:43,67,41.0,10.7,2,0,0,0,00:27,60,-28,56,2786,11:34,10:15,00:00,01:18,Adam Gaudette
4957:48,110,119,48,763,286,203,38,70,876:33,4036:38,48,41.6,15.6,15,5,1,1,44:37,92,-1,229,5713,17:20,14:06,00:09,03:03,Alex DeBrincat
984:03,5,1,32,69,56,115,0,0,01:46,879:25,32,1.4,0,0,0,0,102:52,86,2,6,1269,17:34,15:42,01:50,00:01,Riley Stillman
700:19,10,9,6,63,58,13,3,7,67:01,631:31,6,41.2,14.3,0,0,0,0,01:47,13,-17,19,993,12:04,10:53,00:01,01:09,Henrik Borgstrom
739:13,15,9,11,95,53,60,0,3,29:43,672:13,11,39.1,9.5,2,2,0,1,37:17,29,-7,24,964,13:56,12:41,00:42,00:33,Brandon Hagel
49:05,1,1,2,6,5,10,0,0,00:00,49:05,2,22.2,16.7,0,0,0,0,00:00,2,1,2,71,09:49,09:49,00:00,00:00,MacKenzie Entwistle
586:05,4,3,14,23,39,18,0,0,03:54,568:40,14,13.0,0,0,0,0,13:31,37,-10,7,745,15:01,14:34,00:20,00:06,Ian Mitchell
341:42,5,4,4,26,21,25,0,0,23:05,313:21,4,15.4,0,0,0,0,05:16,21,-6,9,419,16:16,14:55,00:15,01:05,Wyatt Kalynuk
706:13,8,8,12,65,54,32,2,5,76:47,629:06,12,41.1,12.3,1,0,0,0,00:20,18,-9,16,884,13:04,11:39,00:00,01:25,Philipp Kurashev
278:49,4,2,2,9,20,16,0,1,22:26,256:11,2,22.2,0,0,0,0,00:12,23,2,6,341,13:56,12:48,00:00,01:07,Nicolas Beaudin
37:08,0,0,0,1,3,3,0,0,01:37,35:31,0,0.0,0,0,0,0,00:00,3,-1,0,43,12:22,11:50,00:00,00:32,Alec Regula
1247:17,23,10,28,127,82,40,1,4,160:24,1062:48,28,36.8,7.9,2,0,0,0,24:05,35,-4,33,1467,15:12,12:57,00:17,01:57,Kirby Dach
87:54,2,1,0,5,8,38,0,0,00:52,87:02,0,50.0,20.0,0,0,0,0,00:00,6,0,3,127,10:59,10:52,00:00,00:06,Mike Hardman
3508:29,72,54,119,366,208,225,10,26,449:29,3022:31,119,35.4,14.8,7,2,0,0,36:29,110,-20,126,4272,16:52,14:31,00:10,02:09,Tyler Bertuzzi
3662:49,66,56,94,417,246,254,12,28,474:53,3182:37,94,42.9,13.4,12,0,0,0,05:19,62,-52,122,4758,14:53,12:56,00:01,01:55,Robby Fabbri
19425:43,152,46,452,1024,948,1366,7,18,433:41,16575:11,452,37.5,4.5,6,0,2,11,2416:51,1207,41,198,25210,20:29,17:29,02:32,00:27,Marc Staal
14314:41,303,171,395,1850,886,393,53,136,2137:09,11944:56,395,45.5,9.2,15,3,1,4,232:36,277,-129,474,18015,16:09,13:28,00:15,02:24,Sam Gagner
15944:44,271,65,145,1117,776,708,19,115,1824:34,13688:29,145,5.8,8,3,0,1,431:41,813,-30,336,18680,20:32,17:38,00:33,02:21,Nick Leddy
3030:57,35,8,54,239,175,77,5,11,316:25,2695:58,54,3.3,1,0,0,0,18:34,179,-27,43,3766,17:19,15:24,00:06,01:48,Ryan Murphy
7229:22,115,91,251,729,478,563,17,35,831:49,6016:22,251,43.9,12.5,12,2,6,12,381:11,266,2,206,9422,15:07,12:35,00:47,01:44,Vladislav Namestnikov
10270:07,102,33,240,524,488,540,1,10,335:26,8773:05,240,6.3,9,3,1,1,1161:36,808,12,135,14119,21:02,17:58,02:22,00:41,Danny DeKeyser
2667:19,37,20,36,171,223,550,0,0,13:00,2192:38,36,49.9,11.7,2,0,4,6,461:41,137,-8,57,3903,11:57,09:49,02:04,00:03,Carter Rowney
2513:29,26,26,116,273,215,491,5,8,180:07,2311:01,116,56.0,9.5,4,0,0,0,22:21,88,-25,52,3457,11:41,10:44,00:06,00:50,Adam Erne
4718:01,50,15,44,316,252,228,5,16,346:16,4147:27,44,100.0,4.7,0,0,0,0,224:18,420,-37,65,5911,18:43,16:27,00:53,01:22,Jordan Oesterle
4074:13,84,84,69,613,295,142,6,28,427:17,3644:06,69,46.6,13.7,21,2,0,0,02:50,79,37,168,5037,13:48,12:21,00:00,01:26,Jakub Vrana
8309:19,173,116,280,1275,433,378,23,55,1028:09,6915:57,280,51.3,9.1,14,4,5,7,365:13,189,-67,289,10200,19:11,15:58,00:50,02:22,Dylan Larkin
476:07,4,3,10,46,45,44,0,0,02:44,428:36,10,53.4,6.5,0,0,0,0,44:47,10,-14,7,736,10:34,09:31,00:59,00:03,Mitchell Stephens
72:08,0,0,4,5,9,13,0,0,00:16,68:38,4,46.3,0.0,0,0,0,0,03:14,3,-4,0,108,08:00,07:37,00:21,00:01,Kyle Criscuolo
3781:03,64,16,92,312,167,238,2,26,406:47,3019:40,92,5.1,0,0,0,1,354:36,152,-66,80,4410,22:38,18:04,02:07,02:26,Filip Hronek
6072:05,72,14,136,465,330,355,1,11,293:47,5503:30,136,0.0,3.0,0,0,1,2,274:48,353,-17,86,7689,18:24,16:40,00:49,00:53,Troy Stecher
1340:40,19,11,55,136,102,156,4,6,202:03,1114:44,55,42.9,8.1,1,0,0,0,23:53,56,-13,30,1788,13:08,10:55,00:14,01:58,Michael Rasmussen
474:09,4,0,14,17,29,33,0,1,11:48,420:43,14,0.0,0,0,0,0,41:38,32,-5,4,629,16:21,14:30,01:26,00:24,Gustav Lindstrom
898:21,13,14,14,112,55,28,1,3,73:50,795:51,14,42.6,12.5,3,1,0,0,28:40,34,-5,27,1073,16:20,14:28,00:31,01:20,Pius Suter
1386:48,22,15,2,175,86,39,8,15,196:44,1189:09,2,40.9,8.6,2,0,0,0,00:55,35,-22,37,1656,16:07,13:49,00:00,02:17,Filip Zadina
16848:04,329,117,254,1872,680,474,35,150,1980:24,13401:34,254,0.0,6.3,22,6,1,9,1466:06,1289,55,446,19457,24:46,19:42,02:09,02:54,Roman Josi
6009:27,37,15,685,321,397,1630,0,0,09:17,5318:59,685,33.3,4.7,0,0,1,1,681:11,640,-13,52,8735,15:08,13:23,01:42,00:01,Mark Borowiecki
15068:57,351,251,196,2001,827,536,59,143,2197:34,12567:43,196,53.3,12.5,33,6,2,3,303:40,481,-102,602,18549,18:13,15:11,00:22,02:39,Matt Duchene
12653:44,168,51,279,924,586,442,9,37,701:16,10691:06,279,0.0,5.5,13,3,3,10,1261:22,744,90,219,15653,21:35,18:14,02:09,01:11,Mattias Ekholm
12495:10,313,151,427,1394,708,764,32,143,1920:19,10038:55,427,53.0,10.8,26,3,5,8,535:56,276,10,464,16073,17:38,14:10,00:45,02:42,Ryan Johansen
10684:06,255,124,164,1162,591,417,29,105,1425:29,8672:13,164,49.6,10.7,23,4,8,11,586:24,388,21,379,13195,18:04,14:40,00:59,02:24,Mikael Granlund
4786:43,70,46,179,584,376,483,6,17,368:54,4410:13,179,44.3,7.9,5,1,0,0,07:36,183,-11,116,6543,12:43,11:43,00:01,00:58,Nick Cousins
2305:22,37,30,32,330,196,103,0,0,36:51,2247:56,32,42.0,9.1,3,0,1,1,20:35,55,-1,67,3115,11:45,11:28,00:06,00:11,Rocco Grimaldi
2299:58,22,4,40,161,165,222,2,3,114:37,2122:34,40,2.5,0,0,0,1,62:47,158,-24,26,3250,13:56,12:51,00:22,00:41,Matt Tennyson
8896:15,207,178,216,1475,497,643,48,113,1382:10,7118:11,216,30.6,12.1,33,7,6,7,395:54,204,18,385,11583,17:53,14:19,00:47,02:46,Filip Forsberg
5263:05,53,54,131,421,376,551,2,9,271:46,4293:09,131,53.2,12.8,10,1,3,8,698:10,222,38,107,7435,13:59,11:25,01:51,00:43,Colton Sissons
4771:47,49,16,156,355,301,502,1,6,131:30,4336:36,156,4.5,2,0,0,3,303:41,292,31,65,6608,15:51,14:24,01:00,00:26,Matt Benning
2242:45,13,1,96,115,137,218,0,0,05:20,1986:16,96,0.9,0,0,0,1,251:09,143,-32,14,3017,16:22,14:29,01:49,00:02,Ben Harpur
759:39,6,2,126,90,75,197,0,0,43:47,713:10,126,47.0,2.2,0,0,0,0,02:42,33,-14,8,1125,10:07,09:30,00:02,00:35,Michael McCarron
11:32,0,0,0,2,2,0,0,0,00:00,11:32,0,0.0,0,0,0,0,00:00,1,-2,0,21,05:46,05:46,00:00,00:00,Anthony Richard
724:44,10,7,31,87,66,140,0,0,07:55,711:38,31,43.8,8.0,0,0,0,0,05:11,30,5,17,981,10:58,10:46,00:04,00:07,Yakov Trenin
434:01,2,1,10,36,24,25,0,0,07:17,396:02,10,2.8,0,0,0,0,30:42,32,6,3,567,18:05,16:30,01:16,00:18,Alexandre Carrier
2008:29,23,6,54,180,115,191,0,0,12:18,1899:37,54,3.3,0,0,0,0,96:34,92,2,29,2705,17:27,16:31,00:50,00:06,Philippe Myers
2530:58,38,33,108,319,169,249,0,3,138:32,2202:17,108,43.7,10.3,4,0,2,2,190:09,116,-19,71,3325,14:58,13:01,01:07,00:49,Luke Kunin
16:59,0,0,0,0,1,0,0,0,00:00,16:59,0,0,0,0,0,00:00,1,-2,0,20,16:59,16:59,00:00,00:00,Frederic Allard
2041:10,16,8,61,156,108,89,2,3,37:42,1912:47,61,5.1,1,0,0,0,90:41,148,-9,24,2528,18:53,17:42,00:50,00:20,Dante Fabbro
122:45,2,0,6,11,11,8,0,0,08:23,114:22,6,41.7,0.0,0,0,0,0,00:00,1,3,2,164,11:09,10:23,00:00,00:45,Rem Pitlick
240:39,1,0,8,19,16,11,0,0,09:25,228:47,8,0.0,0,0,0,0,02:27,7,3,1,313,15:02,14:17,00:09,00:35,Jeremy Davies
689:49,7,10,16,88,64,41,1,1,21:27,668:22,16,25.0,11.4,2,0,0,0,00:00,30,-11,17,990,10:46,10:26,00:00,00:20,Matt Luff
181:57,2,5,2,23,15,53,0,0,00:40,177:19,2,33.3,21.7,0,0,1,2,03:58,7,6,7,248,12:07,11:49,00:15,00:02,Tanner Jeannot
387:59,3,3,74,31,38,79,1,1,02:17,373:21,74,50.0,9.7,0,0,0,0,12:21,20,0,6,536,10:12,09:49,00:19,00:03,Mathieu Olivier
913:38,13,9,14,79,66,25,5,11,149:07,762:34,14,42.3,11.4,1,0,0,0,01:57,15,-1,22,1120,13:50,11:33,00:01,02:15,Cody Glass
681:42,12,12,4,70,47,84,6,13,101:44,579:46,4,16.7,17.1,4,1,0,0,00:12,19,-8,24,856,14:30,12:20,00:00,02:09,Eeli Tolvanen
36:15,0,0,0,3,2,1,0,0,04:09,31:24,0,0.0,0,0,0,0,00:42,1,3,0,45,18:07,15:42,00:21,02:04,David Farrance
05:57,0,0,0,1,1,0,0,0,00:00,05:57,0,0.0,0,0,0,0,00:00,0,0,0,9,05:57,05:57,00:00,00:00,Cole Smith
2983:56,40,32,84,305,229,289,1,4,85:12,2560:42,84,44.1,10.5,4,0,3,5,338:02,103,-11,72,4094,13:01,11:10,01:28,00:22,Oskar Sundqvist
2325:11,65,22,42,189,169,31,4,14,231:15,2078:52,42,43.1,11.6,3,0,0,0,15:04,46,8,87,2917,13:45,12:18,00:05,01:22,Robert Thomas
39:16,1,0,0,0,3,3,0,0,00:00,33:29,0,0,0,0,1,05:47,1,-1,1,53,13:05,11:09,01:55,00:00,Tommy Cross
15324:27,366,242,670,1890,906,1105,60,176,2350:06,12698:23,670,38.8,12.8,36,9,4,7,275:58,231,13,608,20224,16:54,14:00,00:18,02:35,David Perron
6033:56,46,17,419,429,417,858,0,0,17:53,5401:22,419,50.0,4.0,3,0,0,2,614:41,513,34,63,8849,14:28,12:57,01:28,00:02,Robert Bortuzzo
12480:31,101,45,255,856,629,632,4,18,369:48,10802:29,255,5.3,9,3,0,5,1308:14,837,-10,146,16439,19:50,17:10,02:04,00:35,Marco Scandella
16966:59,395,219,124,1938,860,370,63,180,2109:10,13209:39,124,55.7,11.3,32,12,10,19,1648:10,479,6,614,21214,19:43,15:21,01:54,02:27,Ryan O'Reilly
7431:38,74,65,872,965,726,1562,1,1,91:54,7234:08,872,38.6,6.7,6,0,0,1,105:36,147,-18,139,10512,10:14,09:57,00:08,00:07,Kyle Clifford
12383:47,271,195,392,1497,714,1539,73,154,1996:20,10220:04,392,47.3,13.0,46,7,0,0,167:23,321,-18,466,15363,17:20,14:18,00:14,02:47,Brayden Schenn
15785:23,202,97,332,1668,684,1146,42,110,1682:32,12940:48,332,0.0,5.8,22,2,3,7,1162:03,871,-92,299,19269,23:04,18:55,01:41,02:27,Justin Faulk
9346:06,224,218,145,1725,531,388,58,123,1428:04,7809:51,145,41.9,12.6,35,10,0,0,108:11,192,68,442,12598,17:36,14:42,00:12,02:41,Vladimir Tarasenko
852:15,14,6,6,71,78,77,0,0,12:31,771:15,6,50.4,8.5,0,0,0,1,68:29,38,-14,20,1224,10:55,09:53,00:52,00:09,Matthew Peca
10651:59,187,184,120,1546,632,342,21,44,1128:35,8866:53,120,42.9,11.9,38,3,6,9,656:31,199,52,371,14190,16:51,14:01,01:02,01:47,Brandon Saad
11775:26,300,69,245,1445,574,464,25,173,1820:35,9767:06,245,60.0,4.8,14,4,1,1,187:45,564,34,369,14394,20:30,17:00,00:19,03:10,Torey Krug
